ticket_id,text,category,priority
TKT-11645,My credit card was billed without authorization. This needs urgent attention. Thanks in advance.,Billing,High
TKT-11804,Our entire team is blocked without bulk export functionality. This is business critical. Thanks in advance.,Feature Request,High
TKT-11817,Dashboard widgets are not loading properly on Chrome browser. Please help.,Technical Issue,Medium
TKT-11576,"Good morning, Is there a mobile app available for iOS and Android?",General Query,Low
TKT-11144,Urgent: What payment methods do you accept? This is affecting my work.,Billing,Low
TKT-10362,"Hello, Your service is completely down. We cannot access the platform at all.",Technical Issue,High
TKT-11611,It would be great to have a calendar view for task management. This is affecting my work.,Feature Request,Medium
TKT-11865,"Hi support team, Our entire team is blocked without bulk export functionality. This is business critical.",Feature Request,High
TKT-11026,We are evaluating your platform for 500 users and need urgent response for a board decision tomorrow. Please help.,General Query,High
TKT-11030,"Hello, I need to transfer my account to a new email address. Thanks in advance.",Account,Medium
TKT-11303,Urgent: I have a question about my invoice from last month.,Billing,Medium
TKT-11355,We are evaluating your platform for 500 users and need urgent response for a board decision tomorrow. Thanks in advance.,General Query,High
TKT-11730,We need audit logs for compliance or we cannot use your service. Please help.,Feature Request,High
TKT-10665,"Good morning, Do you have a public API documentation page?",General Query,Low
TKT-10364,Dark mode has a small color inconsistency on the settings page. Thanks in advance.,Technical Issue,Low
TKT-10077,"Hi support team, I need to update my company details and billing address. Please help.",Account,Medium
TKT-10027,"Hello, What is your uptime SLA and how do you handle planned maintenance? This is affecting my work.",General Query,Medium
TKT-11436,"Hi support team, Legal team needs your data processing agreement urgently for contract signing.",General Query,High
TKT-10525,Double billing occurred on my account. Need immediate resolution.,Billing,High
TKT-11834,"Hello, Please add the ability to export reports in Excel format. Thanks in advance.",Feature Request,Medium
TKT-10055,I need to update my billing information and payment method. This is affecting my work.,Billing,Medium
TKT-10638,"Hi support team, What is your uptime SLA and how do you handle planned maintenance?",General Query,Medium
TKT-10302,Urgent: Can you explain how your data backup and recovery process works?,General Query,Medium
TKT-10718,I suspect my account has been compromised with logins from unknown locations.,Account,High
TKT-10624,"Hi support team, Login is broken for all users in our organization. Thanks in advance.",Technical Issue,High
TKT-10007,Login is broken for all users in our organization. Please help.,Technical Issue,High
TKT-10803,"Hi support team, Legal team needs your data processing agreement urgently for contract signing.",General Query,High
TKT-11049,Where can I find my account ID?,Account,Low
TKT-10336,"Good morning, What payment methods do you accept?",Billing,Low
TKT-10047,"Good morning, My credit card was billed without authorization. This needs urgent attention.",Billing,High
TKT-11763,"Hi support team, Our entire team is blocked without bulk export functionality. This is business critical. This is affecting my work.",Feature Request,High
TKT-10106,Notification emails are arriving with some formatting issues. Thanks in advance.,Technical Issue,Low
TKT-10349,"Good morning, When does my billing cycle reset each month?",Billing,Low
TKT-11079,I need to update my company details and billing address. This is affecting my work.,Account,Medium
TKT-10238,What is your uptime SLA and how do you handle planned maintenance?,General Query,Medium
TKT-10213,The mobile app crashes whenever I try to upload an image. Thanks in advance.,Technical Issue,Medium
TKT-11775,"Hello, Login is broken for all users in our organization. Please help.",Technical Issue,High
TKT-11138,I forgot my password and the reset email is not arriving. This is affecting my work.,Account,Medium
TKT-10793,Urgent: Login is broken for all users in our organization. Please help.,Technical Issue,High
TKT-11586,"Hello, How do I add a team member with limited permissions to my account?",Account,Medium
TKT-11582,"Hi support team, How do I change my display name on my profile? Please help.",Account,Low
TKT-11671,"Good morning, The mobile app crashes whenever I try to upload an image.",Technical Issue,Medium
TKT-10523,I need to transfer my account to a new email address.,Account,Medium
TKT-10232,Urgent: I have a question about my invoice from last month.,Billing,Medium
TKT-10644,"Hello, When does my billing cycle reset each month?",Billing,Low
TKT-11507,What integrations do you support with third-party tools?,General Query,Medium
TKT-10533,The mobile app crashes whenever I try to upload an image.,Technical Issue,Medium
TKT-11941,Urgent: When does my billing cycle reset each month?,Billing,Low
TKT-10603,"Good morning, Our entire team is blocked without bulk export functionality. This is business critical. Thanks in advance.",Feature Request,High
TKT-11329,My account has been locked and I cannot access critical business data.,Account,High
TKT-11074,Urgent: API returning 500 errors for all requests. Our entire workflow is blocked. This is affecting my work.,Technical Issue,High
TKT-11304,Urgent: Can I add a profile picture to my account? Thanks in advance.,Account,Low
TKT-10060,Urgent: What payment methods do you accept? Please help.,Billing,Low
TKT-11263,"Hello, We are evaluating your platform for 500 users and need urgent response for a board decision tomorrow. Please help.",General Query,High
TKT-10092,What integrations do you support with third-party tools?,General Query,Medium
TKT-10666,"Hello, I need to update my company details and billing address. Thanks in advance.",Account,Medium
TKT-10280,Urgent: We would love a dark mode option for the web interface. Please help.,Feature Request,Medium
TKT-11113,Legal team needs your data processing agreement urgently for contract signing.,General Query,High
TKT-10359,Urgent: I need to update my billing information and payment method. Thanks in advance.,Billing,Medium
TKT-11128,"Hello, Does your platform support GDPR compliance features?",General Query,Medium
TKT-11169,API returning 500 errors for all requests. Our entire workflow is blocked.,Technical Issue,High
TKT-10847,"Good morning, I was charged twice for my subscription this month. Please refund immediately.",Billing,High
TKT-11521,Urgent: What payment methods do you accept? Please help.,Billing,Low
TKT-10110,"Good morning, I have a question about my invoice from last month.",Billing,Medium
TKT-10042,"Hello, When does my billing cycle reset each month? Thanks in advance.",Billing,Low
TKT-10125,"Good morning, Does your platform support GDPR compliance features? Thanks in advance.",General Query,Medium
TKT-10204,"Hi support team, Can you explain the charge on my latest billing statement? This is affecting my work.",Billing,Medium
TKT-10052,Notification emails are arriving with some formatting issues.,Technical Issue,Low
TKT-10545,Login is broken for all users in our organization. Thanks in advance.,Technical Issue,High
TKT-10068,What is your uptime SLA and how do you handle planned maintenance? Thanks in advance.,General Query,Medium
TKT-11740,Is there a mobile app available for iOS and Android? Thanks in advance.,General Query,Low
TKT-11547,"Good morning, I would like to downgrade my plan and understand the billing impact. This is affecting my work.",Billing,Medium
TKT-10183,"Hi support team, I keep getting a 404 error when trying to access the reports section.",Technical Issue,Medium
TKT-10137,"Hi support team, I need to update my company details and billing address. Thanks in advance.",Account,Medium
TKT-10899,"Hello, I suspect my account has been compromised with logins from unknown locations. Please help.",Account,High
TKT-10796,"Hello, It would be great to have a calendar view for task management.",Feature Request,Medium
TKT-10132,"Hello, API returning 500 errors for all requests. Our entire workflow is blocked.",Technical Issue,High
TKT-10080,"Good morning, Our entire team is blocked without bulk export functionality. This is business critical. Please help.",Feature Request,High
TKT-11986,"Hello, What payment methods do you accept?",Billing,Low
TKT-11540,I would like to downgrade my plan and understand the billing impact. This is affecting my work.,Billing,Medium
TKT-10541,I forgot my password and the reset email is not arriving. Thanks in advance.,Account,Medium
TKT-11668,How do I add a team member with limited permissions to my account? Thanks in advance.,Account,Medium
TKT-10983,What is your uptime SLA and how do you handle planned maintenance?,General Query,Medium
TKT-10165,"Hi support team, I forgot my password and the reset email is not arriving. Thanks in advance.",Account,Medium
TKT-10248,I have a question about my invoice from last month. This is affecting my work.,Billing,Medium
TKT-10446,"Hello, When does my billing cycle reset each month?",Billing,Low
TKT-11514,"Hi support team, The export feature is not working correctly. Files download but are empty.",Technical Issue,Medium
TKT-10858,"Hello, How do I update my notification preferences?",Account,Low
TKT-11211,Where can I find my account ID?,Account,Low
TKT-10097,Is there a mobile app available for iOS and Android?,General Query,Low
TKT-11973,"Hi support team, The mobile app crashes whenever I try to upload an image. Please help.",Technical Issue,Medium
TKT-10737,"Good morning, Notification emails are arriving with some formatting issues. Please help.",Technical Issue,Low
TKT-11255,"Hi support team, How do I change my display name on my profile? Please help.",Account,Low
TKT-10102,"Hi support team, Can you explain the charge on my latest billing statement?",Billing,Medium
TKT-10434,"Hi support team, The UI looks slightly broken on Safari, minor layout issue.",Technical Issue,Low
TKT-10074,"Good morning, Legal team needs your data processing agreement urgently for contract signing. This is affecting my work.",General Query,High
TKT-11791,Dashboard widgets are not loading properly on Chrome browser.,Technical Issue,Medium
TKT-11234,Urgent: I would like to downgrade my plan and understand the billing impact. This is affecting my work.,Billing,Medium
TKT-10918,"Good morning, It would be great to have a calendar view for task management. Thanks in advance.",Feature Request,Medium
TKT-11711,"Good morning, We need audit logs for compliance or we cannot use your service. This is affecting my work.",Feature Request,High
TKT-11670,"Hi support team, Your service is completely down. We cannot access the platform at all. Thanks in advance.",Technical Issue,High
TKT-11620,"Hello, Can you explain the charge on my latest billing statement? This is affecting my work.",Billing,Medium
TKT-10762,The mobile app crashes whenever I try to upload an image. Thanks in advance.,Technical Issue,Medium
TKT-10989,"Hi support team, I keep getting a 404 error when trying to access the reports section.",Technical Issue,Medium
TKT-10388,"Hi support team, What is your uptime SLA and how do you handle planned maintenance?",General Query,Medium
TKT-10235,"Hello, Double billing occurred on my account. Need immediate resolution. Please help.",Billing,High
TKT-11506,Urgent: We would love a dark mode option for the web interface. Please help.,Feature Request,Medium
TKT-10267,"Hello, The mobile app crashes whenever I try to upload an image. This is affecting my work.",Technical Issue,Medium
TKT-11187,"Good morning, Login is broken for all users in our organization.",Technical Issue,High
TKT-10117,"Hello, We are evaluating your platform for 500 users and need urgent response for a board decision tomorrow. This is affecting my work.",General Query,High
TKT-11606,"Hi support team, Legal team needs your data processing agreement urgently for contract signing.",General Query,High
TKT-10673,Urgent: Do you offer annual billing discounts? Please help.,Billing,Low
TKT-10249,"Good morning, I need to update my billing information and payment method. This is affecting my work.",Billing,Medium
TKT-11452,"Hi support team, Can you add keyboard shortcuts for common actions? This is affecting my work.",Feature Request,Medium
TKT-11994,Urgent: Dashboard widgets are not loading properly on Chrome browser. Please help.,Technical Issue,Medium
TKT-10094,"Hi support team, Can I get a receipt for my last payment?",Billing,Low
TKT-10033,What is your uptime SLA and how do you handle planned maintenance? Thanks in advance.,General Query,Medium
TKT-11463,I would like to downgrade my plan and understand the billing impact.,Billing,Medium
TKT-11667,"Hi support team, Your service is completely down. We cannot access the platform at all.",Technical Issue,High
TKT-10448,"Good morning, What are your customer support hours? Thanks in advance.",General Query,Low
TKT-10716,Urgent: I need to update my billing information and payment method. Thanks in advance.,Billing,Medium
TKT-11809,"Hi support team, We would love a dark mode option for the web interface. Thanks in advance.",Feature Request,Medium
TKT-11517,"Hello, Can you explain the charge on my latest billing statement?",Billing,Medium
TKT-10000,"Hello, I suspect my account has been compromised with logins from unknown locations. Thanks in advance.",Account,High
TKT-11375,When does my billing cycle reset each month? Thanks in advance.,Billing,Low
TKT-11101,Urgent: The export feature is not working correctly. Files download but are empty.,Technical Issue,Medium
TKT-11108,All admin users have been accidentally removed and we are locked out. Please help.,Account,High
TKT-11226,"Hello, All admin users have been accidentally removed and we are locked out.",Account,High
TKT-10082,API returning 500 errors for all requests. Our entire workflow is blocked. This is affecting my work.,Technical Issue,High
TKT-11288,Can you explain the charge on my latest billing statement? Thanks in advance.,Billing,Medium
TKT-10676,Do you have a public API documentation page?,General Query,Low
TKT-11920,"Good morning, How do I add a team member with limited permissions to my account?",Account,Medium
TKT-11046,Urgent: We are evaluating your platform for 500 users and need urgent response for a board decision tomorrow.,General Query,High
TKT-10770,My account has been locked and I cannot access critical business data. Please help.,Account,High
TKT-11946,Urgent: Login is broken for all users in our organization. Please help.,Technical Issue,High
TKT-11280,"Good morning, Can you add keyboard shortcuts for common actions? Thanks in advance.",Feature Request,Medium
TKT-11580,API returning 500 errors for all requests. Our entire workflow is blocked.,Technical Issue,High
TKT-11488,I was charged twice for my subscription this month. Please refund immediately. This is affecting my work.,Billing,High
TKT-10404,I was charged twice for my subscription this month. Please refund immediately. This is affecting my work.,Billing,High
TKT-11727,"Hello, What payment methods do you accept? Thanks in advance.",Billing,Low
TKT-11298,"Good morning, The export feature is not working correctly. Files download but are empty.",Technical Issue,Medium
TKT-11340,"Hi support team, Dark mode has a small color inconsistency on the settings page.",Technical Issue,Low
TKT-10104,Can you explain how your data backup and recovery process works?,General Query,Medium
TKT-10688,"Hello, Can I get a receipt for my last payment? Please help.",Billing,Low
TKT-11305,"Good morning, Minor lag when switching between tabs in the dashboard. Please help.",Technical Issue,Low
TKT-10826,"Hello, I would like to downgrade my plan and understand the billing impact. This is affecting my work.",Billing,Medium
TKT-10062,Urgent: Can you explain the charge on my latest billing statement? This is affecting my work.,Billing,Medium
TKT-10852,"Good morning, The export feature is not working correctly. Files download but are empty.",Technical Issue,Medium
TKT-11353,"Hi support team, The mobile app crashes whenever I try to upload an image. This is affecting my work.",Technical Issue,Medium
TKT-10223,"Hi support team, I need to transfer my account to a new email address. This is affecting my work.",Account,Medium
TKT-10145,How do I add a team member with limited permissions to my account?,Account,Medium
TKT-11088,"Hello, Dashboard widgets are not loading properly on Chrome browser.",Technical Issue,Medium
TKT-10373,"Good morning, I was charged twice for my subscription this month. Please refund immediately. This is affecting my work.",Billing,High
TKT-11420,"Good morning, I need to update my company details and billing address. Please help.",Account,Medium
TKT-11142,Urgent: Login is broken for all users in our organization.,Technical Issue,High
TKT-11826,Dashboard widgets are not loading properly on Chrome browser.,Technical Issue,Medium
TKT-11494,"Hi support team, Dashboard widgets are not loading properly on Chrome browser. Thanks in advance.",Technical Issue,Medium
TKT-11601,Urgent: How do I add a team member with limited permissions to my account? Please help.,Account,Medium
TKT-11270,"Good morning, Do you offer annual billing discounts? Please help.",Billing,Low
TKT-10009,Urgent: What is your uptime SLA and how do you handle planned maintenance? Please help.,General Query,Medium
TKT-10449,"Good morning, Can you add keyboard shortcuts for common actions? This is affecting my work.",Feature Request,Medium
TKT-10708,"Hi support team, What is your uptime SLA and how do you handle planned maintenance?",General Query,Medium
TKT-10255,I forgot my password and the reset email is not arriving. This is affecting my work.,Account,Medium
TKT-10882,"Hi support team, The UI looks slightly broken on Safari, minor layout issue. This is affecting my work.",Technical Issue,Low
TKT-10389,Our entire team is blocked without bulk export functionality. This is business critical. This is affecting my work.,Feature Request,High
TKT-10908,My account has been locked and I cannot access critical business data. Thanks in advance.,Account,High
TKT-10924,Urgent: Please add the ability to pin important messages.,Feature Request,Low
TKT-11703,Your service is completely down. We cannot access the platform at all.,Technical Issue,High
TKT-11232,I keep getting a 404 error when trying to access the reports section.,Technical Issue,Medium
TKT-10460,"Hello, Can you explain how your data backup and recovery process works? Thanks in advance.",General Query,Medium
TKT-11269,Please add the ability to pin important messages.,Feature Request,Low
TKT-11759,"Good morning, I was charged twice for my subscription this month. Please refund immediately. Thanks in advance.",Billing,High
TKT-11168,"Good morning, Your service is completely down. We cannot access the platform at all.",Technical Issue,High
TKT-10958,"Good morning, The mobile app crashes whenever I try to upload an image.",Technical Issue,Medium
TKT-10501,"Hi support team, I keep getting a 404 error when trying to access the reports section. Thanks in advance.",Technical Issue,Medium
TKT-10739,Urgent: My account has been locked and I cannot access critical business data. This is affecting my work.,Account,High
TKT-11849,"Hello, I suspect my account has been compromised with logins from unknown locations. Please help.",Account,High
TKT-10868,"Good morning, Minor lag when switching between tabs in the dashboard. This is affecting my work.",Technical Issue,Low
TKT-10731,"Hello, How do I update my notification preferences? Thanks in advance.",Account,Low
TKT-10539,Double billing occurred on my account. Need immediate resolution.,Billing,High
TKT-11201,What integrations do you support with third-party tools? This is affecting my work.,General Query,Medium
TKT-10697,"Hi support team, I suspect my account has been compromised with logins from unknown locations.",Account,High
TKT-11392,Dashboard widgets are not loading properly on Chrome browser.,Technical Issue,Medium
TKT-11376,Can I add a profile picture to my account? Please help.,Account,Low
TKT-11145,I need to transfer my account to a new email address. Thanks in advance.,Account,Medium
TKT-11031,I keep getting a 404 error when trying to access the reports section.,Technical Issue,Medium
TKT-10372,"Good morning, What integrations do you support with third-party tools?",General Query,Medium
TKT-10667,Urgent: I forgot my password and the reset email is not arriving. This is affecting my work.,Account,Medium
TKT-11525,"Hi support team, We are evaluating your platform for 500 users and need urgent response for a board decision tomorrow. Thanks in advance.",General Query,High
TKT-10357,Urgent: How do I add a team member with limited permissions to my account?,Account,Medium
TKT-10967,What languages does your platform support?,General Query,Low
TKT-10783,Dashboard widgets are not loading properly on Chrome browser. Please help.,Technical Issue,Medium
TKT-10735,"Good morning, How do I add a team member with limited permissions to my account? Thanks in advance.",Account,Medium
TKT-11035,Can you add keyboard shortcuts for common actions?,Feature Request,Medium
TKT-10970,Login is broken for all users in our organization. Please help.,Technical Issue,High
TKT-11524,Urgent: I need to update my company details and billing address.,Account,Medium
TKT-11486,"Hello, What integrations do you support with third-party tools?",General Query,Medium
TKT-11523,Urgent: I would like to downgrade my plan and understand the billing impact.,Billing,Medium
TKT-11490,Minor lag when switching between tabs in the dashboard.,Technical Issue,Low
TKT-11642,Double billing occurred on my account. Need immediate resolution. Please help.,Billing,High
TKT-11252,"Hi support team, I have a question about my invoice from last month. Thanks in advance.",Billing,Medium
TKT-11693,"Good morning, Can you explain the charge on my latest billing statement? Thanks in advance.",Billing,Medium
TKT-11749,"Good morning, Notification emails are arriving with some formatting issues.",Technical Issue,Low
TKT-11236,"Hello, Legal team needs your data processing agreement urgently for contract signing. Please help.",General Query,High
TKT-10885,The export feature is not working correctly. Files download but are empty. This is affecting my work.,Technical Issue,Medium
TKT-10079,I need to update my company details and billing address.,Account,Medium
TKT-11172,I keep getting a 404 error when trying to access the reports section. Thanks in advance.,Technical Issue,Medium
TKT-10814,Urgent: I need to update my billing information and payment method. This is affecting my work.,Billing,Medium
TKT-11285,"Hi support team, Please add the ability to export reports in Excel format.",Feature Request,Medium
TKT-10671,Urgent: Can you explain the charge on my latest billing statement?,Billing,Medium
TKT-11531,"Hi support team, I would like to downgrade my plan and understand the billing impact. This is affecting my work.",Billing,Medium
TKT-10057,Would be nice to have more color themes available. Thanks in advance.,Feature Request,Low
TKT-10133,I need to update my company details and billing address.,Account,Medium
TKT-11140,"Hello, I need to transfer my account to a new email address.",Account,Medium
TKT-10933,Urgent: I keep getting a 404 error when trying to access the reports section. Thanks in advance.,Technical Issue,Medium
TKT-11684,"Good morning, Can you explain the charge on my latest billing statement? Thanks in advance.",Billing,Medium
TKT-10823,What languages does your platform support? Thanks in advance.,General Query,Low
TKT-11214,I need to update my billing information and payment method.,Billing,Medium
TKT-10504,Urgent: The export feature is not working correctly. Files download but are empty.,Technical Issue,Medium
TKT-11774,"Hello, Can you explain how your data backup and recovery process works? This is affecting my work.",General Query,Medium
TKT-10347,"Hello, Do you offer annual billing discounts?",Billing,Low
TKT-10386,Urgent: I keep getting a 404 error when trying to access the reports section. Please help.,Technical Issue,Medium
TKT-11024,"Good morning, Minor lag when switching between tabs in the dashboard. Please help.",Technical Issue,Low
TKT-10894,Can you add keyboard shortcuts for common actions?,Feature Request,Medium
TKT-10828,"Hello, Your service is completely down. We cannot access the platform at all. Thanks in advance.",Technical Issue,High
TKT-11892,How do I add a team member with limited permissions to my account? Thanks in advance.,Account,Medium
TKT-10475,"Hi support team, I need to update my billing information and payment method.",Billing,Medium
TKT-11470,"Hello, I forgot my password and the reset email is not arriving.",Account,Medium
TKT-11447,Urgent: When does my billing cycle reset each month? Thanks in advance.,Billing,Low
TKT-11581,"Hi support team, Can I get a receipt for my last payment? Thanks in advance.",Billing,Low
TKT-10652,Does your platform support GDPR compliance features? This is affecting my work.,General Query,Medium
TKT-10172,I forgot my password and the reset email is not arriving. Thanks in advance.,Account,Medium
TKT-11149,"Good morning, What payment methods do you accept? Thanks in advance.",Billing,Low
TKT-10038,Double billing occurred on my account. Need immediate resolution. Thanks in advance.,Billing,High
TKT-10713,"Hi support team, How do I update my notification preferences?",Account,Low
TKT-10090,"Hello, My account has been locked and I cannot access critical business data. Please help.",Account,High
TKT-11936,"Hi support team, Notification emails are arriving with some formatting issues. This is affecting my work.",Technical Issue,Low
TKT-11205,"Good morning, I need to transfer my account to a new email address.",Account,Medium
TKT-10875,Urgent: Minor lag when switching between tabs in the dashboard. Thanks in advance.,Technical Issue,Low
TKT-11351,"Hello, I have a question about my invoice from last month. This is affecting my work.",Billing,Medium
TKT-11889,"Hi support team, I suspect my account has been compromised with logins from unknown locations. This is affecting my work.",Account,High
TKT-11093,Urgent: Could you support emoji reactions on comments? This is affecting my work.,Feature Request,Low
TKT-11155,I need to update my billing information and payment method. Please help.,Billing,Medium
TKT-11781,"Hi support team, Your service is completely down. We cannot access the platform at all.",Technical Issue,High
TKT-11958,I need to update my billing information and payment method. This is affecting my work.,Billing,Medium
TKT-10499,Urgent: Do you offer annual billing discounts?,Billing,Low
TKT-10338,It would be great to have a calendar view for task management. Thanks in advance.,Feature Request,Medium
TKT-11188,"Hello, Do you offer annual billing discounts? Please help.",Billing,Low
TKT-10028,Can you explain how your data backup and recovery process works? This is affecting my work.,General Query,Medium
TKT-11217,"Hi support team, The export feature is not working correctly. Files download but are empty.",Technical Issue,Medium
TKT-11399,The mobile app crashes whenever I try to upload an image.,Technical Issue,Medium
TKT-11820,The mobile app crashes whenever I try to upload an image.,Technical Issue,Medium
TKT-10945,Legal team needs your data processing agreement urgently for contract signing.,General Query,High
TKT-10169,Do you offer a free trial for new users? Please help.,General Query,Low
TKT-11404,I forgot my password and the reset email is not arriving.,Account,Medium
TKT-11197,What payment methods do you accept?,Billing,Low
TKT-11253,"Hello, Your service is completely down. We cannot access the platform at all. Thanks in advance.",Technical Issue,High
TKT-11613,"Good morning, The mobile app crashes whenever I try to upload an image.",Technical Issue,Medium
TKT-10912,"Good morning, How do I add a team member with limited permissions to my account?",Account,Medium
TKT-10491,Urgent: My credit card was billed without authorization. This needs urgent attention.,Billing,High
TKT-10953,What are your customer support hours?,General Query,Low
TKT-11097,"Hello, The UI looks slightly broken on Safari, minor layout issue.",Technical Issue,Low
TKT-11032,The mobile app crashes whenever I try to upload an image. This is affecting my work.,Technical Issue,Medium
TKT-10587,"Good morning, What integrations do you support with third-party tools?",General Query,Medium
TKT-10750,Dashboard widgets are not loading properly on Chrome browser.,Technical Issue,Medium
TKT-10657,"Hello, Do you offer a free trial for new users? Thanks in advance.",General Query,Low
TKT-10234,Can you explain how your data backup and recovery process works?,General Query,Medium
TKT-10732,Your service is completely down. We cannot access the platform at all.,Technical Issue,High
TKT-11988,We are evaluating your platform for 500 users and need urgent response for a board decision tomorrow.,General Query,High
TKT-11632,"Hi support team, I suspect my account has been compromised with logins from unknown locations. Please help.",Account,High
TKT-11156,"Hi support team, Your service is completely down. We cannot access the platform at all.",Technical Issue,High
TKT-11469,"Good morning, Do you offer annual billing discounts? This is affecting my work.",Billing,Low
TKT-11424,"Hi support team, I keep getting a 404 error when trying to access the reports section.",Technical Issue,Medium
TKT-11627,Urgent: Critical bug: all our user data appears corrupted after the last update.,Technical Issue,High
TKT-10934,Does your platform support GDPR compliance features?,General Query,Medium
TKT-11209,Critical bug: all our user data appears corrupted after the last update. Thanks in advance.,Technical Issue,High
TKT-11065,Minor lag when switching between tabs in the dashboard. Thanks in advance.,Technical Issue,Low
TKT-10108,Can I add a profile picture to my account?,Account,Low
TKT-11542,"Hello, Minor lag when switching between tabs in the dashboard. Thanks in advance.",Technical Issue,Low
TKT-10568,Urgent: Your service is completely down. We cannot access the platform at all.,Technical Issue,High
TKT-11167,"Good morning, What payment methods do you accept?",Billing,Low
TKT-11174,Dark mode has a small color inconsistency on the settings page. Thanks in advance.,Technical Issue,Low
TKT-10890,The export feature is not working correctly. Files download but are empty.,Technical Issue,Medium
TKT-10947,"Hi support team, I need to transfer my account to a new email address. Thanks in advance.",Account,Medium
TKT-11048,"Hello, Can you explain the charge on my latest billing statement? Please help.",Billing,Medium
TKT-11352,"Hello, The mobile app crashes whenever I try to upload an image. Please help.",Technical Issue,Medium
TKT-11777,I have a question about my invoice from last month.,Billing,Medium
TKT-11446,Urgent: How do I change my display name on my profile?,Account,Low
TKT-10884,Urgent: I forgot my password and the reset email is not arriving.,Account,Medium
TKT-11672,What are your customer support hours? This is affecting my work.,General Query,Low
TKT-10850,Urgent: I need to transfer my account to a new email address.,Account,Medium
TKT-10734,Can you add keyboard shortcuts for common actions?,Feature Request,Medium
TKT-10717,Urgent: Minor lag when switching between tabs in the dashboard. Please help.,Technical Issue,Low
TKT-10454,"Hi support team, Minor lag when switching between tabs in the dashboard.",Technical Issue,Low
TKT-10264,"Hello, The mobile app crashes whenever I try to upload an image.",Technical Issue,Medium
TKT-10075,"Hi support team, What are your customer support hours? Thanks in advance.",General Query,Low
TKT-11657,"Hi support team, My credit card was billed without authorization. This needs urgent attention. This is affecting my work.",Billing,High
TKT-10444,I would like to downgrade my plan and understand the billing impact. Please help.,Billing,Medium
TKT-10395,"Good morning, Double billing occurred on my account. Need immediate resolution. Thanks in advance.",Billing,High
TKT-10176,"Hello, Where can I find my account ID?",Account,Low
TKT-11042,"Urgent: The UI looks slightly broken on Safari, minor layout issue. This is affecting my work.",Technical Issue,Low
TKT-11735,What is your uptime SLA and how do you handle planned maintenance? This is affecting my work.,General Query,Medium
TKT-11401,Minor lag when switching between tabs in the dashboard. Please help.,Technical Issue,Low
TKT-11380,"Hi support team, The mobile app crashes whenever I try to upload an image.",Technical Issue,Medium
TKT-10595,I keep getting a 404 error when trying to access the reports section. Please help.,Technical Issue,Medium
TKT-10061,"Hi support team, Our entire team is blocked without bulk export functionality. This is business critical.",Feature Request,High
TKT-11296,"Hello, Is there a mobile app available for iOS and Android? This is affecting my work.",General Query,Low
TKT-10872,"Urgent: The UI looks slightly broken on Safari, minor layout issue. Please help.",Technical Issue,Low
TKT-11489,I have a question about my invoice from last month. Please help.,Billing,Medium
TKT-11878,"Hi support team, Can you explain the charge on my latest billing statement?",Billing,Medium
TKT-10278,The export feature is not working correctly. Files download but are empty.,Technical Issue,Medium
TKT-10036,"Hi support team, My account has been locked and I cannot access critical business data. Please help.",Account,High
TKT-11975,Urgent: It would be great to have a calendar view for task management.,Feature Request,Medium
TKT-10662,"Good morning, I have a question about my invoice from last month.",Billing,Medium
TKT-11953,"Hello, I need to update my company details and billing address. This is affecting my work.",Account,Medium
TKT-11444,All admin users have been accidentally removed and we are locked out.,Account,High
TKT-10977,Minor lag when switching between tabs in the dashboard.,Technical Issue,Low
TKT-11571,"Hi support team, I keep getting a 404 error when trying to access the reports section.",Technical Issue,Medium
TKT-10738,Urgent: Notification emails are arriving with some formatting issues. This is affecting my work.,Technical Issue,Low
TKT-10191,"Hello, Can you explain the charge on my latest billing statement? Thanks in advance.",Billing,Medium
TKT-10919,Dashboard widgets are not loading properly on Chrome browser.,Technical Issue,Medium
TKT-10456,The export feature is not working correctly. Files download but are empty. This is affecting my work.,Technical Issue,Medium
TKT-10675,"Good morning, Your service is completely down. We cannot access the platform at all. This is affecting my work.",Technical Issue,High
TKT-10760,The export feature is not working correctly. Files download but are empty. Please help.,Technical Issue,Medium
TKT-11807,"Hi support team, Do you have a public API documentation page?",General Query,Low
TKT-11602,How do I update my notification preferences? Please help.,Account,Low
TKT-10728,What payment methods do you accept?,Billing,Low
TKT-10412,"Hello, Can you add keyboard shortcuts for common actions?",Feature Request,Medium
TKT-11098,"The UI looks slightly broken on Safari, minor layout issue.",Technical Issue,Low
TKT-10825,We would love a dark mode option for the web interface. Please help.,Feature Request,Medium
TKT-11639,"Hello, Does your platform support GDPR compliance features? Please help.",General Query,Medium
TKT-10616,I have a question about my invoice from last month. Please help.,Billing,Medium
TKT-10114,"Hello, Can you explain how your data backup and recovery process works? Thanks in advance.",General Query,Medium
TKT-10417,"Hello, Can you explain the charge on my latest billing statement?",Billing,Medium
TKT-11910,"Hi support team, Can I get a receipt for my last payment?",Billing,Low
TKT-10969,"Hello, How do I change my display name on my profile? Thanks in advance.",Account,Low
TKT-10604,"Hello, When does my billing cycle reset each month?",Billing,Low
TKT-11918,Critical bug: all our user data appears corrupted after the last update. Please help.,Technical Issue,High
TKT-10089,"Hi support team, I need to update my company details and billing address. Thanks in advance.",Account,Medium
TKT-10848,What payment methods do you accept?,Billing,Low
TKT-11519,Where can I find my account ID? This is affecting my work.,Account,Low
TKT-11917,Login is broken for all users in our organization. Thanks in advance.,Technical Issue,High
